"filename", "language", "C++", "Makefile", "CMake", "XML", "GLSL", "C", "comment", "blank", "total"
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\detail\type_quat_simd.inl", "C++", 117, 0, 0, 0, 0, 0, 55, 17, 189
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\detail\type_vec1.hpp", "C++", 194, 0, 0, 0, 0, 0, 47, 68, 309
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\detail\type_vec1.inl", "C++", 453, 0, 0, 0, 0, 0, 13, 86, 552
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\detail\type_vec2.hpp", "C++", 285, 0, 0, 0, 0, 0, 21, 94, 400
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\detail\type_vec2.inl", "C++", 779, 0, 0, 0, 0, 0, 13, 122, 914
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\detail\type_vec3.hpp", "C++", 313, 0, 0, 0, 0, 0, 24, 96, 433
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\detail\type_vec3.inl", "C++", 927, 0, 0, 0, 0, 0, 13, 129, 1069
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\detail\type_vec4.hpp", "C++", 369, 0, 0, 0, 0, 0, 36, 100, 505
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\detail\type_vec4.inl", "C++", 966, 0, 0, 0, 0, 0, 13, 162, 1141
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\detail\type_vec4_simd.inl", "C++", 408, 0, 0, 0, 0, 0, 2, 54, 464
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\exponential.hpp", "C++", 24, 0, 0, 0, 0, 0, 74, 13, 111
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext.hpp", "C++", 174, 0, 0, 0, 0, 0, 3, 20, 197
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_clip_space.hpp", "C++", 137, 0, 0, 0, 0, 0, 336, 50, 523
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_clip_space.inl", "C++", 471, 0, 0, 0, 0, 0, 1, 63, 535
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_common.hpp", "C++", 14, 0, 0, 0, 0, 0, 14, 9, 37
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_common.inl", "C++", 14, 0, 0, 0, 0, 0, 0, 3, 17
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_double2x2.hpp", "C++", 7, 0, 0, 0, 0, 0, 11, 6, 24
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_double2x2_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 29, 10, 50
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_double2x3.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_double2x3_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_double2x4.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_double2x4_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_double3x2.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_double3x2_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_double3x3.hpp", "C++", 7, 0, 0, 0, 0, 0, 11, 6, 24
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_double3x3_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 29, 10, 50
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_double3x4.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_double3x4_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_double4x2.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_double4x2_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_double4x3.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_double4x3_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_double4x4.hpp", "C++", 7, 0, 0, 0, 0, 0, 11, 6, 24
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_double4x4_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 29, 10, 50
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_float2x2.hpp", "C++", 7, 0, 0, 0, 0, 0, 11, 6, 24
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_float2x2_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 29, 10, 50
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_float2x3.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_float2x3_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_float2x4.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_float2x4_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_float3x2.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_float3x2_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_float3x3.hpp", "C++", 7, 0, 0, 0, 0, 0, 11, 6, 24
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_float3x3_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 29, 10, 50
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_float3x4.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_float3x4_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_float4x2.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_float4x2_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_float4x3.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_float4x3_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_float4x4.hpp", "C++", 7, 0, 0, 0, 0, 0, 11, 6, 24
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_float4x4_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 29, 10, 50
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_projection.hpp", "C++", 33, 0, 0, 0, 0, 0, 103, 14, 150
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_projection.inl", "C++", 83, 0, 0, 0, 0, 0, 1, 21, 105
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_relational.hpp", "C++", 29, 0, 0, 0, 0, 0, 87, 17, 133
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_relational.inl", "C++", 67, 0, 0, 0, 0, 0, 3, 13, 83
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_transform.hpp", "C++", 32, 0, 0, 0, 0, 0, 99, 14, 145
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\matrix_transform.inl", "C++", 132, 0, 0, 0, 0, 0, 0, 21, 153
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\quaternion_common.hpp", "C++", 28, 0, 0, 0, 0, 0, 79, 14, 121
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\quaternion_common.inl", "C++", 80, 0, 0, 0, 0, 0, 9, 19, 108
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\quaternion_common_simd.inl", "C++", 15, 0, 0, 0, 0, 0, 0, 4, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\quaternion_double.hpp", "C++", 9, 0, 0, 0, 0, 0, 23, 8, 40
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\quaternion_double_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 22, 10, 43
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\quaternion_exponential.hpp", "C++", 20, 0, 0, 0, 0, 0, 33, 11, 64
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\quaternion_exponential.inl", "C++", 53, 0, 0, 0, 0, 0, 5, 12, 70
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\quaternion_float.hpp", "C++", 9, 0, 0, 0, 0, 0, 23, 8, 40
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\quaternion_float_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 16, 10, 37
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\quaternion_geometric.hpp", "C++", 19, 0, 0, 0, 0, 0, 41, 11, 71
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\quaternion_geometric.inl", "C++", 32, 0, 0, 0, 0, 0, 0, 5, 37
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\quaternion_relational.hpp", "C++", 17, 0, 0, 0, 0, 0, 35, 11, 63
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\quaternion_relational.inl", "C++", 31, 0, 0, 0, 0, 0, 0, 5, 36
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\quaternion_transform.hpp", "C++", 13, 0, 0, 0, 0, 0, 28, 7, 48
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\quaternion_transform.inl", "C++", 19, 0, 0, 0, 0, 0, 1, 5, 25
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\quaternion_trigonometric.hpp", "C++", 19, 0, 0, 0, 0, 0, 35, 10, 64
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\quaternion_trigonometric.inl", "C++", 24, 0, 0, 0, 0, 0, 0, 4, 28
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\scalar_common.hpp", "C++", 29, 0, 0, 0, 0, 0, 58, 17, 104
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\scalar_common.inl", "C++", 99, 0, 0, 0, 0, 0, 0, 17, 116
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\scalar_constants.hpp", "C++", 13, 0, 0, 0, 0, 0, 15, 9, 37
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\scalar_constants.inl", "C++", 16, 0, 0, 0, 0, 0, 0, 3, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\scalar_int_sized.hpp", "C++", 38, 0, 0, 0, 0, 0, 18, 15, 71
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\scalar_integer.hpp", "C++", 29, 0, 0, 0, 0, 0, 50, 14, 93
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\scalar_integer.inl", "C++", 208, 0, 0, 0, 0, 0, 0, 36, 244
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\scalar_relational.hpp", "C++", 17, 0, 0, 0, 0, 0, 39, 10, 66
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\scalar_relational.inl", "C++", 34, 0, 0, 0, 0, 0, 3, 7, 44
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\scalar_uint_sized.hpp", "C++", 38, 0, 0, 0, 0, 0, 18, 15, 71
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\scalar_ulp.hpp", "C++", 21, 0, 0, 0, 0, 0, 42, 12, 75
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\scalar_ulp.inl", "C++", 250, 0, 0, 0, 0, 0, 7, 28, 285
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_bool1.hpp", "C++", 9, 0, 0, 0, 0, 0, 15, 7, 31
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_bool1_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 15, 9, 35
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_bool2.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_bool2_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_bool3.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_bool3_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_bool4.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_bool4_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_common.hpp", "C++", 34, 0, 0, 0, 0, 0, 92, 19, 145
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_common.inl", "C++", 76, 0, 0, 0, 0, 0, 0, 13, 89
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_double1.hpp", "C++", 9, 0, 0, 0, 0, 0, 16, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_double1_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 17, 9, 37
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_double2.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_double2_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_double3.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_double3_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 20, 7, 35
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_double4.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_double4_precision.hpp", "C++", 9, 0, 0, 0, 0, 0, 20, 7, 36
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_float1.hpp", "C++", 9, 0, 0, 0, 0, 0, 16, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_float1_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 17, 9, 37
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_float2.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_float2_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_float3.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_float3_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_float4.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_float4_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_int1.hpp", "C++", 9, 0, 0, 0, 0, 0, 16, 8, 33
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_int1_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 15, 9, 35
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_int2.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_int2_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_int3.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_int3_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_int4.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
